FlightId,Latitude,Longitude,Velocity,Type,Status
731A2D,40.26983,31.90405,499,FIXED WING,UNKNOWN
4CA7C6,38.74203,31.73565,484,FIXED WING,UNKNOWN
4B82FF,38.99629,31.34937,279,FIXED WING,UNKNOWN
4B8E46,39.36830,33.37042,430,FIXED WING,UNKNOWN
731A2D,40.25731,31.96703,497,FIXED WING,UNKNOWN
4B8E46,39.38347,33.35443,429,FIXED WING,UNKNOWN
4CA7C6,38.76051,31.75598,483,FIXED WING,UNKNOWN
4B82FF,39.00279,31.36621,278,FIXED WING,UNKNOWN
731A2D,40.25034,31.99939,496,FIXED WING,UNKNOWN
4CA7C6,38.77932,31.77667,483,FIXED WING,UNKNOWN
731A2D,40.25006,32.00079,496,FIXED WING,UNKNOWN
4B82FF,39.00668,31.37624,277,FIXED WING,UNKNOWN
4CA7C6,38.78975,31.78810,483,FIXED WING,UNKNOWN
731A2D,40.23912,32.05084,496,FIXED WING,UNKNOWN
4B8E46,39.39569,33.33968,428,FIXED WING,UNKNOWN
731A2D,40.23193,32.08374,495,FIXED WING,UNKNOWN
4CA7C6,38.80823,31.80847,483,FIXED WING,UNKNOWN
731A2D,40.22676,32.10736,495,FIXED WING,UNKNOWN
4B8E46,39.41034,33.31939,427,FIXED WING,UNKNOWN
4B82FF,39.01292,31.39227,276,FIXED WING,UNKNOWN
4CA7C6,38.82666,31.82879,482,FIXED WING,UNKNOWN
4B82FF,39.01341,31.39355,275,FIXED WING,UNKNOWN
4B8E46,39.42467,33.29730,427,FIXED WING,UNKNOWN
4CA7C6,38.84021,31.84369,481,FIXED WING,UNKNOWN
731A2D,40.22002,32.13807,495,FIXED WING,UNKNOWN
4B82FF,39.03598,31.45213,272,FIXED WING,UNKNOWN
4B8E46,39.43459,33.28210,427,FIXED WING,UNKNOWN
4B82FF,39.04220,31.46820,271,FIXED WING,UNKNOWN
731A2D,40.21308,32.16940,495,FIXED WING,UNKNOWN
4CA7C6,38.85846,31.86377,481,FIXED WING,UNKNOWN
4B82FF,39.04555,31.47681,271,FIXED WING,UNKNOWN
4B8E46,39.44824,33.26093,428,FIXED WING,UNKNOWN
4CA7C6,38.89472,31.90375,482,FIXED WING,UNKNOWN
731A2D,40.20601,32.20174,495,FIXED WING,UNKNOWN
4B8E46,39.46211,33.23938,428,FIXED WING,UNKNOWN
4B82FF,39.05173,31.49279,270,FIXED WING,UNKNOWN
4B82FF,39.05791,31.50891,270,FIXED WING,UNKNOWN
731A2D,40.20210,32.21941,495,FIXED WING,UNKNOWN
4B8E46,39.47520,33.21896,428,FIXED WING,UNKNOWN
4CA7C6,38.91395,31.92499,481,FIXED WING,UNKNOWN
731A2D,40.19530,32.25024,495,FIXED WING,UNKNOWN
4B8E46,39.48338,33.20624,428,FIXED WING,UNKNOWN
4B82FF,39.06212,31.51990,269,FIXED WING,UNKNOWN
731A2D,40.18817,32.28271,495,FIXED WING,UNKNOWN
4CA7C6,38.92656,31.93903,482,FIXED WING,UNKNOWN
731A2D,40.18315,32.30542,494,FIXED WING,UNKNOWN
731A2D,40.17677,32.33451,493,FIXED WING,UNKNOWN
4CA7C6,38.94495,31.95941,482,FIXED WING,UNKNOWN
4B82FF,39.06757,31.53404,268,FIXED WING,UNKNOWN
731A2D,40.16262,32.39868,493,FIXED WING,UNKNOWN
4B8E46,39.49736,33.18438,428,FIXED WING,UNKNOWN
4CA7C6,38.96324,31.97971,482,FIXED WING,UNKNOWN
4B8E46,39.52136,33.14685,429,FIXED WING,UNKNOWN
731A2D,40.15577,32.42964,494,FIXED WING,UNKNOWN
4CA7C6,38.97725,31.99523,482,FIXED WING,UNKNOWN
4B82FF,39.08000,31.56634,267,FIXED WING,UNKNOWN
4B8E46,39.54849,33.10443,429,FIXED WING,UNKNOWN
4B8E46,39.56265,33.08234,428,FIXED WING,UNKNOWN
4B82FF,39.08560,31.58092,265,FIXED WING,UNKNOWN
731A2D,40.15096,32.45160,494,FIXED WING,UNKNOWN
4B8E46,39.57550,33.06232,429,FIXED WING,UNKNOWN
4CA7C6,38.99523,32.01514,482,FIXED WING,UNKNOWN
4B82FF,39.08954,31.59125,265,FIXED WING,UNKNOWN
4CA7C6,39.01394,32.03595,483,FIXED WING,UNKNOWN
731A2D,40.14404,32.48277,494,FIXED WING,UNKNOWN
4B8E46,39.58502,33.04747,429,FIXED WING,UNKNOWN
4B82FF,39.09618,31.60850,265,FIXED WING,UNKNOWN
4CA7C6,39.03058,32.05441,483,FIXED WING,UNKNOWN
4B82FF,39.11142,31.64838,265,FIXED WING,UNKNOWN
4B8E46,39.60012,33.02393,430,FIXED WING,UNKNOWN
731A2D,40.13706,32.51423,496,FIXED WING,UNKNOWN
4B82FF,39.11765,31.66463,260,FIXED WING,UNKNOWN
4CA7C6,39.04248,32.06763,483,FIXED WING,UNKNOWN
4CA7C6,39.06097,32.08820,483,FIXED WING,UNKNOWN
4B82FF,39.12648,31.68792,259,FIXED WING,UNKNOWN
4CA7C6,39.07846,32.10760,483,FIXED WING,UNKNOWN
4B8E46,39.61381,33.00275,430,FIXED WING,UNKNOWN
731A2D,40.13175,32.53776,496,FIXED WING,UNKNOWN
4CA7C6,39.09266,32.12341,483,FIXED WING,UNKNOWN
4B82FF,39.13834,31.71884,258,FIXED WING,UNKNOWN
4B8E46,39.62396,32.98706,430,FIXED WING,UNKNOWN
731A2D,40.12505,32.56754,498,FIXED WING,UNKNOWN
4CA7C6,39.11058,32.14331,484,FIXED WING,UNKNOWN
731A2D,40.11800,32.59912,498,FIXED WING,UNKNOWN
4B8E46,39.63762,32.96567,429,FIXED WING,UNKNOWN
4CA7C6,39.14829,32.18536,484,FIXED WING,UNKNOWN
731A2D,40.11113,32.63002,498,FIXED WING,UNKNOWN
4B82FF,39.14255,31.72983,258,FIXED WING,UNKNOWN
4B8E46,39.65112,32.94453,429,FIXED WING,UNKNOWN
4CA7C6,39.16700,32.20636,484,FIXED WING,UNKNOWN
4B82FF,39.15385,31.75926,258,FIXED WING,UNKNOWN
4B8E46,39.66544,32.92218,429,FIXED WING,UNKNOWN
4CA7C6,39.17912,32.21986,484,FIXED WING,UNKNOWN
4B82FF,39.15971,31.77473,258,FIXED WING,UNKNOWN
4B8E46,39.67259,32.91098,429,FIXED WING,UNKNOWN
4B82FF,39.16502,31.78858,258,FIXED WING,UNKNOWN
4B82FF,39.17496,31.81470,259,FIXED WING,UNKNOWN
731A2D,40.10708,32.64831,497,FIXED WING,UNKNOWN
4CA7C6,39.19740,32.24036,483,FIXED WING,UNKNOWN
4B8E46,39.68683,32.88877,428,FIXED WING,UNKNOWN
4CA7C6,39.21616,32.26129,483,FIXED WING,UNKNOWN
731A2D,40.09996,32.68018,497,FIXED WING,UNKNOWN
4B82FF,39.18095,31.83062,259,FIXED WING,UNKNOWN
4B8E46,39.70097,32.86662,428,FIXED WING,UNKNOWN
4CA7C6,39.22999,32.27679,483,FIXED WING,UNKNOWN
731A2D,40.09300,32.71130,496,FIXED WING,UNKNOWN
4CA7C6,39.24740,32.29626,483,FIXED WING,UNKNOWN
731A2D,40.08810,32.73315,497,FIXED WING,UNKNOWN
4B8E46,39.71059,32.85150,429,FIXED WING,UNKNOWN
4B82FF,39.18507,31.84107,259,FIXED WING,UNKNOWN
4CA7C6,39.26616,32.31714,483,FIXED WING,UNKNOWN
731A2D,40.08106,32.76442,497,FIXED WING,UNKNOWN
4B8E46,39.72382,32.83069,429,FIXED WING,UNKNOWN
4CA7C6,39.28482,32.33802,483,FIXED WING,UNKNOWN
731A2D,40.06604,32.82709,498,FIXED WING,UNKNOWN
4B8E46,39.75170,32.78680,429,FIXED WING,UNKNOWN
4B82FF,39.19286,31.85426,259,FIXED WING,UNKNOWN
4B8E46,39.76579,32.76469,429,FIXED WING,UNKNOWN
731A2D,40.05685,32.85936,498,FIXED WING,UNKNOWN
4CA7C6,39.29457,32.34900,484,FIXED WING,UNKNOWN
4B82FF,39.20280,31.86511,259,FIXED WING,UNKNOWN
731A2D,40.05089,32.87965,498,FIXED WING,UNKNOWN
4CA7C6,39.31397,32.37097,483,FIXED WING,UNKNOWN
4B8E46,39.78931,32.72760,430,FIXED WING,UNKNOWN
4B82FF,39.21346,31.87604,259,FIXED WING,UNKNOWN
4CA7C6,39.33188,32.39116,484,FIXED WING,UNKNOWN
731A2D,40.04181,32.91055,498,FIXED WING,UNKNOWN
4B82FF,39.21872,31.88135,258,FIXED WING,UNKNOWN
4B82FF,39.22929,31.89197,259,FIXED WING,UNKNOWN
4B8E46,39.80342,32.70535,430,FIXED WING,UNKNOWN
4B82FF,39.24742,31.90979,258,FIXED WING,UNKNOWN
4CA7C6,39.34460,32.40552,484,FIXED WING,UNKNOWN
4B8E46,39.81306,32.69012,430,FIXED WING,UNKNOWN
4B82FF,39.25754,31.91970,259,FIXED WING,UNKNOWN
731A2D,40.03262,32.94177,498,FIXED WING,UNKNOWN
4CA7C6,39.37962,32.45087,487,FIXED WING,UNKNOWN
4B8E46,39.82647,32.66901,431,FIXED WING,UNKNOWN
731A2D,40.02617,32.96356,497,FIXED WING,UNKNOWN
4B82FF,39.27837,31.94012,257,FIXED WING,UNKNOWN
731A2D,40.01737,32.99313,497,FIXED WING,UNKNOWN
4B8E46,39.84057,32.64673,430,FIXED WING,UNKNOWN
4B82FF,39.28902,31.95062,255,FIXED WING,UNKNOWN
4CA7C6,39.39432,32.47672,490,FIXED WING,UNKNOWN
731A2D,40.00822,33.02386,499,FIXED WING,UNKNOWN
4B8E46,39.85474,32.62444,430,FIXED WING,UNKNOWN
4B82FF,39.30592,31.96735,255,FIXED WING,UNKNOWN
731A2D,39.99889,33.05542,498,FIXED WING,UNKNOWN
4CA7C6,39.40680,32.50446,492,FIXED WING,UNKNOWN
4B8E46,39.86129,32.61414,430,FIXED WING,UNKNOWN
731A2D,39.99394,33.07208,498,FIXED WING,UNKNOWN
4CA7C6,39.41401,32.52441,494,FIXED WING,UNKNOWN
4B82FF,39.31635,31.97766,255,FIXED WING,UNKNOWN
4B8E46,39.87614,32.59070,431,FIXED WING,UNKNOWN
4B82FF,39.32398,31.98523,255,FIXED WING,UNKNOWN
4B8E46,39.88976,32.56909,430,FIXED WING,UNKNOWN
731A2D,39.98484,33.10281,498,FIXED WING,UNKNOWN
4B8E46,39.89946,32.55362,430,FIXED WING,UNKNOWN
4CA7C6,39.42276,32.55554,496,FIXED WING,UNKNOWN
4B82FF,39.33380,31.99499,254,FIXED WING,UNKNOWN
731A2D,39.97527,33.13513,498,FIXED WING,UNKNOWN
4B8E46,39.91305,32.53198,430,FIXED WING,UNKNOWN
4CA7C6,39.42879,32.58700,497,FIXED WING,UNKNOWN
731A2D,39.96887,33.15661,499,FIXED WING,UNKNOWN
4B82FF,39.34414,32.00525,254,FIXED WING,UNKNOWN
731A2D,39.96066,33.18427,499,FIXED WING,UNKNOWN
4B82FF,39.35440,32.01541,252,FIXED WING,UNKNOWN
4B8E46,39.94125,32.48730,431,FIXED WING,UNKNOWN
4CA7C6,39.43158,32.61047,498,FIXED WING,UNKNOWN
731A2D,39.94215,33.24650,498,FIXED WING,UNKNOWN
4B8E46,39.95476,32.46594,431,FIXED WING,UNKNOWN
4CA7C6,39.43305,32.64178,499,FIXED WING,UNKNOWN
731A2D,39.93251,33.27863,498,FIXED WING,UNKNOWN
4B82FF,39.35889,32.01990,252,FIXED WING,UNKNOWN
4CA7C6,39.43189,32.67450,499,FIXED WING,UNKNOWN
4B8E46,39.96423,32.45093,431,FIXED WING,UNKNOWN
731A2D,39.92656,33.29846,498,FIXED WING,UNKNOWN
4B82FF,39.36020,32.02118,246,FIXED WING,UNKNOWN
4CA7C6,39.42897,32.70660,499,FIXED WING,UNKNOWN
4B8E46,39.97781,32.42939,431,FIXED WING,UNKNOWN
4CA7C6,39.42728,32.72487,499,FIXED WING,UNKNOWN
4B8E46,39.99172,32.40680,431,FIXED WING,UNKNOWN
731A2D,39.91750,33.32858,498,FIXED WING,UNKNOWN
4B82FF,39.37970,32.04059,246,FIXED WING,UNKNOWN
4CA7C6,39.42453,32.75726,499,FIXED WING,UNKNOWN
4B82FF,39.38649,32.04724,246,FIXED WING,UNKNOWN
731A2D,39.91659,33.33167,498,FIXED WING,UNKNOWN
4CA7C6,39.42178,32.79019,498,FIXED WING,UNKNOWN
4B8E46,40.00052,32.38994,430,FIXED WING,UNKNOWN
4B82FF,39.39627,32.05701,245,FIXED WING,UNKNOWN
4CA7C6,39.41983,32.81396,498,FIXED WING,UNKNOWN
731A2D,39.90189,33.38076,498,FIXED WING,UNKNOWN
4B8E46,40.01118,32.36466,429,FIXED WING,UNKNOWN
4CA7C6,39.41711,32.84512,497,FIXED WING,UNKNOWN
4B82FF,39.41634,32.07684,243,FIXED WING,UNKNOWN
4B8E46,40.01900,32.34044,428,FIXED WING,UNKNOWN
731A2D,39.90111,33.38345,498,FIXED WING,UNKNOWN
4B8E46,40.02571,32.31158,427,FIXED WING,UNKNOWN
4CA7C6,39.41159,32.90857,497,FIXED WING,UNKNOWN
731A2D,39.88367,33.44128,498,FIXED WING,UNKNOWN
4B82FF,39.42583,32.08624,243,FIXED WING,UNKNOWN
731A2D,39.87465,33.47140,500,FIXED WING,UNKNOWN
4B8E46,40.02864,32.29668,428,FIXED WING,UNKNOWN
4CA7C6,39.40600,32.99762,497,FIXED WING,UNKNOWN
731A2D,39.86943,33.48890,500,FIXED WING,UNKNOWN
4B82FF,39.43250,32.09286,242,FIXED WING,UNKNOWN
4B8E46,40.03391,32.26965,428,FIXED WING,UNKNOWN
4CA7C6,39.40419,33.02893,496,FIXED WING,UNKNOWN
731A2D,39.86861,33.49170,500,FIXED WING,UNKNOWN
4B8E46,40.03926,32.24225,428,FIXED WING,UNKNOWN
4B82FF,39.44218,32.10248,242,FIXED WING,UNKNOWN
4CA7C6,39.40265,33.05362,498,FIXED WING,UNKNOWN
4B8E46,40.04324,32.22162,428,FIXED WING,UNKNOWN
4B82FF,39.45200,32.11218,244,FIXED WING,UNKNOWN
731A2D,39.85094,33.55075,501,FIXED WING,UNKNOWN
4CA7C6,39.40070,33.08423,498,FIXED WING,UNKNOWN
4B8E46,40.04824,32.19575,428,FIXED WING,UNKNOWN
731A2D,39.84393,33.57410,502,FIXED WING,UNKNOWN
4B8E46,40.05876,32.14117,428,FIXED WING,UNKNOWN
4CA7C6,39.39856,33.11755,498,FIXED WING,UNKNOWN
4B82FF,39.45251,32.11273,243,FIXED WING,UNKNOWN
731A2D,39.82795,33.63306,503,FIXED WING,UNKNOWN
4CA7C6,39.39646,33.14948,498,FIXED WING,UNKNOWN
4B8E46,40.06406,32.11348,428,FIXED WING,UNKNOWN
731A2D,39.80938,33.71918,503,FIXED WING,UNKNOWN
4CA7C6,39.39530,33.16748,498,FIXED WING,UNKNOWN
4B82FF,39.46902,32.12910,243,FIXED WING,UNKNOWN
4B8E46,40.06760,32.09500,428,FIXED WING,UNKNOWN
731A2D,39.80272,33.75287,504,FIXED WING,UNKNOWN
4CA7C6,39.39313,33.20050,498,FIXED WING,UNKNOWN
731A2D,39.80239,33.75433,504,FIXED WING,UNKNOWN
4B8E46,40.07291,32.06732,428,FIXED WING,UNKNOWN
4B82FF,39.47881,32.13885,240,FIXED WING,UNKNOWN
731A2D,39.77842,33.87408,501,FIXED WING,UNKNOWN
4CA7C6,39.39115,33.23138,498,FIXED WING,UNKNOWN
4B8E46,40.07831,32.03938,429,FIXED WING,UNKNOWN
4B82FF,39.48822,32.14832,236,FIXED WING,UNKNOWN
731A2D,39.76694,33.92035,502,FIXED WING,UNKNOWN
4CA7C6,39.38960,33.25526,499,FIXED WING,UNKNOWN
4B8E46,40.08220,32.01898,429,FIXED WING,UNKNOWN
731A2D,39.76655,33.92175,502,FIXED WING,UNKNOWN
4B82FF,39.49310,32.15322,234,FIXED WING,UNKNOWN
4CA7C6,39.38745,33.28810,499,FIXED WING,UNKNOWN
4B8E46,40.08682,31.99451,429,FIXED WING,UNKNOWN
4B82FF,39.50272,32.16295,230,FIXED WING,UNKNOWN
4CA7C6,39.38324,33.35046,499,FIXED WING,UNKNOWN
4B8E46,40.09250,31.96490,429,FIXED WING,UNKNOWN
731A2D,39.74332,34.00460,502,FIXED WING,UNKNOWN
4CA7C6,39.38087,33.38574,499,FIXED WING,UNKNOWN
4B8E46,40.09763,31.93819,429,FIXED WING,UNKNOWN
731A2D,39.73526,34.03302,503,FIXED WING,UNKNOWN
4B82FF,39.51169,32.17185,224,FIXED WING,UNKNOWN
4CA7C6,39.37658,33.43964,500,FIXED WING,UNKNOWN
731A2D,39.67759,34.23376,505,FIXED WING,UNKNOWN
4B8E46,40.10056,31.92273,430,FIXED WING,UNKNOWN
4B8E46,40.10569,31.89568,430,FIXED WING,UNKNOWN
731A2D,39.66884,34.26445,505,FIXED WING,UNKNOWN
4B82FF,39.51805,32.17812,220,FIXED WING,UNKNOWN
4CA7C6,39.37376,33.47295,500,FIXED WING,UNKNOWN
4BA995,39.80407,32.89026,201,FIXED WING,UNKNOWN
4B82FF,39.52667,32.18671,218,FIXED WING,UNKNOWN
4B8E46,40.11113,31.86707,430,FIXED WING,UNKNOWN
4CA7C6,39.37189,33.49570,500,FIXED WING,UNKNOWN
4B82FF,39.54338,32.20319,210,FIXED WING,UNKNOWN
4CA7C6,39.36923,33.52789,500,FIXED WING,UNKNOWN
4B82FF,39.55238,32.21221,207,FIXED WING,UNKNOWN
4B8E46,40.11493,31.84723,430,FIXED WING,UNKNOWN
4CA7C6,39.36649,33.56067,501,FIXED WING,UNKNOWN
4BA995,40.47582,32.40062,375,FIXED WING,UNKNOWN
4B8E46,40.12001,31.82050,430,FIXED WING,UNKNOWN
4CA7C6,39.36243,33.61041,501,FIXED WING,UNKNOWN
4B82FF,39.55804,32.21790,206,FIXED WING,UNKNOWN
4B8E46,40.13063,31.76477,431,FIXED WING,UNKNOWN
4BA995,40.48965,32.35278,375,FIXED WING,UNKNOWN
4CA7C6,39.35978,33.64337,501,FIXED WING,UNKNOWN
4BA995,40.51231,32.29193,411,FIXED WING,UNKNOWN
4B8E46,40.13544,31.73926,431,FIXED WING,UNKNOWN
4B82FF,39.56619,32.22607,205,FIXED WING,UNKNOWN
4BA995,40.52261,32.26514,417,FIXED WING,UNKNOWN
4CA7C6,39.35968,33.64484,501,FIXED WING,UNKNOWN
4B82FF,39.56657,32.22642,205,FIXED WING,UNKNOWN
4BA995,40.52791,32.25137,419,FIXED WING,UNKNOWN
4B82FF,39.58058,32.24057,208,FIXED WING,UNKNOWN
4B8E46,40.13943,31.71809,430,FIXED WING,UNKNOWN
4CA7C6,39.35517,33.69977,501,FIXED WING,UNKNOWN
4B82FF,39.58864,32.24863,208,FIXED WING,UNKNOWN
4BA995,40.53773,32.22565,421,FIXED WING,UNKNOWN
4B8E46,40.14432,31.69212,430,FIXED WING,UNKNOWN
4CA7C6,39.35275,33.72958,502,FIXED WING,UNKNOWN
4B82FF,39.59688,32.25681,207,FIXED WING,UNKNOWN
4BA995,40.55440,32.18164,426,FIXED WING,UNKNOWN
4B82FF,39.60525,32.26520,205,FIXED WING,UNKNOWN
4CA7C6,39.34726,33.79556,501,FIXED WING,UNKNOWN
4B8E46,40.14958,31.66416,430,FIXED WING,UNKNOWN
4BA995,40.56357,32.15717,429,FIXED WING,UNKNOWN
4CA7C6,39.34469,33.82654,501,FIXED WING,UNKNOWN
4B8E46,40.16341,31.58994,430,FIXED WING,UNKNOWN
4B82FF,39.60962,32.26953,206,FIXED WING,UNKNOWN
4BA995,40.58201,32.10748,430,FIXED WING,UNKNOWN
4B8E46,40.16899,31.56012,430,FIXED WING,UNKNOWN
4CA7C6,39.34282,33.84953,501,FIXED WING,UNKNOWN
4B82FF,39.61848,32.27837,207,FIXED WING,UNKNOWN
4BA995,40.59504,32.06179,437,FIXED WING,UNKNOWN
4CA7C6,39.33995,33.88440,501,FIXED WING,UNKNOWN
4B8E46,40.17142,31.54687,433,FIXED WING,UNKNOWN
4BA995,40.60062,32.03296,439,FIXED WING,UNKNOWN
4B82FF,39.62657,32.28656,207,FIXED WING,UNKNOWN
4CA7C6,39.33520,33.94012,500,FIXED WING,UNKNOWN
4B82FF,39.63268,32.29270,207,FIXED WING,UNKNOWN
4B8E46,40.17667,31.51878,436,FIXED WING,UNKNOWN
4BA995,40.60634,32.00262,440,FIXED WING,UNKNOWN
4CA7C6,39.33250,33.97211,500,FIXED WING,UNKNOWN
4B82FF,39.64055,32.30058,206,FIXED WING,UNKNOWN
4B8E46,40.24771,31.13494,430,FIXED WING,UNKNOWN
4BA995,40.60999,31.98370,441,FIXED WING,UNKNOWN
4CA7C6,39.32982,34.00430,501,FIXED WING,UNKNOWN
4B82FF,39.65703,32.31712,202,FIXED WING,UNKNOWN
4BA995,40.61050,31.98108,441,FIXED WING,UNKNOWN
4CA7C6,39.32589,34.05396,501,FIXED WING,UNKNOWN
4B82FF,39.66499,32.32512,202,FIXED WING,UNKNOWN
4B8E46,40.25267,31.10730,430,FIXED WING,UNKNOWN
4B82FF,39.67089,32.33099,203,FIXED WING,UNKNOWN
4CA7C6,39.32323,34.08813,501,FIXED WING,UNKNOWN
4BA995,40.62099,31.92737,440,FIXED WING,UNKNOWN
4B8E46,40.25620,31.08777,432,FIXED WING,UNKNOWN
4BA995,40.62140,31.92529,440,FIXED WING,UNKNOWN
4CA7C6,39.32072,34.12048,501,FIXED WING,UNKNOWN
4B82FF,39.67899,32.33905,204,FIXED WING,UNKNOWN
4B82FF,39.68746,32.34747,210,FIXED WING,UNKNOWN
4CA7C6,39.31890,34.14429,501,FIXED WING,UNKNOWN
4B82FF,39.69356,32.35366,212,FIXED WING,UNKNOWN
4B8E46,40.26128,31.05988,432,FIXED WING,UNKNOWN
4BA995,40.64136,31.82483,443,FIXED WING,UNKNOWN
4CA7C6,39.31644,34.17633,501,FIXED WING,UNKNOWN
4B82FF,39.70148,32.36166,214,FIXED WING,UNKNOWN
4CA7C6,39.31128,34.24158,502,FIXED WING,UNKNOWN
4B8E46,40.26604,31.03339,427,FIXED WING,UNKNOWN
4BA995,40.64534,31.80469,444,FIXED WING,UNKNOWN
4CA7C6,39.30875,34.27295,502,FIXED WING,UNKNOWN
4B8E46,40.27583,30.97919,423,FIXED WING,UNKNOWN
4CA7C6,39.30685,34.29639,502,FIXED WING,UNKNOWN
4B82FF,39.71017,32.37044,211,FIXED WING,UNKNOWN
4BA995,40.64557,31.80365,447,FIXED WING,UNKNOWN
4CA7C6,39.29961,34.38578,503,FIXED WING,UNKNOWN
4BA995,40.65682,31.74693,448,FIXED WING,UNKNOWN
4B82FF,39.71879,32.37915,207,FIXED WING,UNKNOWN
155C33,37.78249,31.91110,428,FIXED WING,UNKNOWN
4B82FF,39.72308,32.38345,207,FIXED WING,UNKNOWN
4BA995,40.67208,31.66984,444,FIXED WING,UNKNOWN
4CA7C6,39.29432,34.45050,503,FIXED WING,UNKNOWN
4B82FF,39.73132,32.39176,209,FIXED WING,UNKNOWN
5001E5,37.78262,32.02106,439,FIXED WING,UNKNOWN
4BA995,40.67780,31.64093,442,FIXED WING,UNKNOWN
4B82FF,39.74015,32.40057,210,FIXED WING,UNKNOWN
4BA995,40.68326,31.61316,441,FIXED WING,UNKNOWN
155C33,37.80256,32.00502,435,FIXED WING,UNKNOWN
4B82FF,39.74620,32.40662,208,FIXED WING,UNKNOWN
5001E5,37.83454,31.94782,440,FIXED WING,UNKNOWN
4B82FF,39.77065,32.43109,203,FIXED WING,UNKNOWN
4BA995,40.69266,31.56559,443,FIXED WING,UNKNOWN
155C33,37.80680,32.02467,435,FIXED WING,UNKNOWN
4BA995,40.70397,31.50792,445,FIXED WING,UNKNOWN
5001E5,37.83603,31.94573,440,FIXED WING,UNKNOWN
4B82FF,39.77875,32.43928,205,FIXED WING,UNKNOWN
155C33,37.81233,32.05051,435,FIXED WING,UNKNOWN
4B82FF,39.78456,32.44513,204,FIXED WING,UNKNOWN
5001E5,37.86063,31.91102,440,FIXED WING,UNKNOWN
4BA995,40.71291,31.46247,443,FIXED WING,UNKNOWN
155C33,37.82393,32.10480,435,FIXED WING,UNKNOWN
4B82FF,39.79285,32.45343,204,FIXED WING,UNKNOWN
5001E5,37.89038,31.86912,442,FIXED WING,UNKNOWN
4BA995,40.71854,31.43353,442,FIXED WING,UNKNOWN
4B82FF,39.80044,32.46106,204,FIXED WING,UNKNOWN
5001E5,37.90600,31.84710,442,FIXED WING,UNKNOWN
155C33,37.82968,32.13168,436,FIXED WING,UNKNOWN
4B82FF,39.80676,32.46740,202,FIXED WING,UNKNOWN
4BA995,40.72218,31.41459,442,FIXED WING,UNKNOWN
5001E5,37.91574,31.83335,443,FIXED WING,UNKNOWN
155C33,37.83366,32.15023,436,FIXED WING,UNKNOWN
4BA995,40.72270,31.41199,442,FIXED WING,UNKNOWN
5001E5,37.93067,31.81223,443,FIXED WING,UNKNOWN
4B82FF,39.81441,32.47516,200,FIXED WING,UNKNOWN
4BA995,40.73886,31.32880,442,FIXED WING,UNKNOWN
155C33,37.83920,32.17603,436,FIXED WING,UNKNOWN
4B82FF,39.82236,32.48328,203,FIXED WING,UNKNOWN
5001E5,37.93142,31.81121,443,FIXED WING,UNKNOWN
4BA995,40.74429,31.30074,441,FIXED WING,UNKNOWN
4B82FF,39.83056,32.49152,196,FIXED WING,UNKNOWN
155C33,37.84520,32.20409,438,FIXED WING,UNKNOWN
5001E5,37.95671,31.77538,444,FIXED WING,UNKNOWN
4BA995,40.74825,31.28051,441,FIXED WING,UNKNOWN
155C33,37.84950,32.22424,438,FIXED WING,UNKNOWN
5001E5,37.97168,31.75423,445,FIXED WING,UNKNOWN
4B82FF,39.83501,32.49601,192,FIXED WING,UNKNOWN
155C33,37.85513,32.25089,439,FIXED WING,UNKNOWN
5001E5,37.98653,31.73311,445,FIXED WING,UNKNOWN
4BA995,40.75383,31.25161,441,FIXED WING,UNKNOWN
4B82FF,39.84810,32.51392,183,FIXED WING,UNKNOWN
155C33,37.86094,32.27843,444,FIXED WING,UNKNOWN
5001E5,38.00134,31.71204,445,FIXED WING,UNKNOWN
155C33,37.86694,32.30524,444,FIXED WING,UNKNOWN
4B82FF,39.84997,32.52209,180,FIXED WING,UNKNOWN
5001E5,38.00977,31.70000,446,FIXED WING,UNKNOWN
4BA995,40.75946,31.22252,441,FIXED WING,UNKNOWN
4B82FF,39.85011,32.53253,175,FIXED WING,UNKNOWN
5001E5,38.01050,31.69895,446,FIXED WING,UNKNOWN
155C33,37.87085,32.32016,445,FIXED WING,UNKNOWN
4BA995,40.79736,31.02472,443,FIXED WING,UNKNOWN
4B82FF,39.84909,32.55664,177,FIXED WING,UNKNOWN
4BA995,40.80271,30.99643,443,FIXED WING,UNKNOWN
155C33,37.87885,32.34673,446,FIXED WING,UNKNOWN
5001E5,38.05046,31.64185,446,FIXED WING,UNKNOWN
4BA995,40.80830,30.96710,443,FIXED WING,UNKNOWN
4B82FF,39.84806,32.56775,180,FIXED WING,UNKNOWN
155C33,37.88823,32.37355,450,FIXED WING,UNKNOWN
4BA995,40.81891,30.91141,441,FIXED WING,UNKNOWN
5001E5,38.06433,31.62204,446,FIXED WING,UNKNOWN
155C33,37.89571,32.39217,451,FIXED WING,UNKNOWN
4BAA76,39.44119,29.62416,476,FIXED WING,UNKNOWN
5001E5,38.09482,31.57845,446,FIXED WING,UNKNOWN
155C33,37.90684,32.41624,454,FIXED WING,UNKNOWN
4BA995,40.81942,30.90879,438,FIXED WING,UNKNOWN
155C33,37.93281,32.46203,456,FIXED WING,UNKNOWN
4BA995,40.82831,30.86230,434,FIXED WING,UNKNOWN
5001E5,38.09556,31.57739,446,FIXED WING,UNKNOWN
155C33,37.94852,32.48739,458,FIXED WING,UNKNOWN
